<<<<<<< HEAD
id,first_name,last_name,state_id,birthday,age,gender_id,accountCreatedDate
77,Paul,Alexander,20,1967-03-04,50,1,2010-10-13
78,Russell,Marks,4,1969-12-27,47,1,2013-04-24
79,Ernestine,Allen,31,1997-10-13,19,2,2013-11-01
80,Deborah,Howard,28,1972-06-17,44,2,2014-12-06
81,Craig,Jordan,11,1956-03-17,60,1,2013-03-23
82,Helen,Scott,37,1979-02-07,38,2,2003-01-23
83,Donald,Davis,10,1999-10-06,17,1,2014-05-19
84,Valerie,King,18,1998-03-22,18,2,2013-03-20
85,Martin,Miller,28,1952-09-23,64,1,2000-05-01
86,Richard,Jones,19,1955-01-14,62,1,2007-06-18
87,Tracy,Meadows,1,2003-08-31,13,2,2013-07-07
88,Bobbie,Parker,14,1963-02-04,54,2,2008-11-15
89,Allison,Bailey,47,2003-09-21,13,2,2014-11-23
90,Dorothy,Baker,30,1993-04-15,23,2,2015-09-05
91,Elsa,Terry,21,1958-10-15,58,2,2004-08-13
92,Gabriela,Clark,50,1989-10-06,27,2,2006-03-07
93,Jessica,Velez,24,1969-08-14,47,2,2009-03-16
94,Elmer,Smith,20,1967-07-04,49,1,2003-03-15
95,Sidney,Walker,24,1961-09-17,55,1,2007-07-09
96,Ann,Carlson,25,2001-02-25,16,2,2013-11-10
97,Will,Mack,2,1957-10-02,59,1,2005-01-04
98,Rudy,Luna,33,1959-01-06,58,1,2010-01-09
99,David,Miller,44,1980-08-14,36,1,2011-01-14
100,Ida,James,46,1990-04-23,26,2,2002-09-25
101,Nickolas,Smith,2,1998-06-09,18,1,2013-08-10
102,Deborah,Reyes,40,1956-09-09,60,2,2011-06-20
103,Lisa,Jones,43,1952-01-09,65,2,2001-02-14
104,James,Howard,16,1972-02-09,45,1,2000-10-28
105,Ursula,Todd,19,1992-12-07,24,2,2013-01-31
106,Jason,Sutton,6,2001-03-12,15,1,2015-07-02
107,Mindy,Thompson,35,1973-10-30,43,2,2007-12-20
108,Anna,Santana,18,1997-03-27,19,2,2007-08-18
109,Josefina,Webb,34,1986-01-22,31,2,2008-11-07
110,Frances,Juarez,43,1985-11-03,31,2,2000-05-13
111,Leigh,Barrett,42,1990-04-11,26,2,2002-07-13
112,Ana,Morrow,32,1978-06-11,38,2,2013-05-12
113,Clarissa,Cook,19,1966-05-30,50,2,2005-09-21
114,Jorge,Ford,5,1985-03-07,31,1,2000-02-28
115,Dorothy,Meyer,10,1977-09-03,39,2,2011-04-17
116,Darren,Watkins,25,1977-04-18,39,1,2007-03-26
117,Joyce,Simmons,4,1961-02-06,56,2,2010-12-16
118,Marion,Green,46,1989-04-19,27,1,2001-12-03
119,Jeffrey,Hawkins,34,1985-12-23,31,1,2012-08-09
120,Beverly,Banks,38,1963-05-05,53,2,2003-07-25
121,Gregory,Navarro,38,1950-12-29,66,1,2015-07-29
122,Julie,Webb,13,1966-04-13,50,2,2003-02-20
123,Deborah,Farrell,19,1997-10-09,19,2,2010-02-13
124,Shawn,Watts,20,1964-10-24,52,1,2005-05-04
125,Kay,Mcintyre,25,1990-01-25,27,2,2012-09-19
126,Joseph,Coffey,1,1997-07-12,19,1,2012-09-18
127,Bonnie,Bryant,22,1967-10-16,49,2,2009-01-14
128,Sara,Peterson,7,1983-06-05,33,2,2002-04-07
129,Kenneth,Rutledge,36,1999-06-11,17,1,2013-04-15
130,Sharon,Smith,2,1990-09-19,26,2,2006-09-14
131,John,Robinson,4,1981-08-15,35,1,2007-08-19
132,Stacey,Miller,47,1998-08-28,18,2,2010-04-16
133,Kimberly,Bell,22,1990-03-14,26,2,2011-01-23
134,Ronald,Martin,12,1955-09-09,61,1,2008-02-18
135,Courtney,Hicks,28,1995-12-21,21,2,2006-12-07
136,Jerry,Griffin,13,1974-01-25,43,1,2012-11-12
137,Arnold,Allen,34,2000-09-13,16,1,2012-01-25
138,Josephine,Saunders,31,1979-02-25,38,2,2001-04-05
139,George,Phillips,1,1985-03-30,31,1,2015-06-15
140,Alberta,Bentley,12,1961-01-02,56,2,2007-08-28
141,Rosa,Brown,45,1970-06-13,46,2,2014-03-11
142,Solomon,Bentley,49,1980-12-17,36,1,2012-12-24
143,John,Mcdonald,30,1993-03-09,23,1,2005-02-01
144,Marie,Howard,29,1994-10-25,22,2,2010-12-29
145,Gloria,Munoz,2,2003-10-23,13,2,2015-12-05
146,Betty,Huff,46,1974-07-01,42,2,2004-09-28
147,Thomas,Jones,42,1987-02-01,30,1,2015-10-12
148,Helen,Bell,30,1968-02-15,49,2,2012-08-04
149,Thomas,Hicks,8,1984-10-03,32,1,2009-02-20
150,James,Good,26,1951-01-15,66,1,2011-01-30
151,Rodney,Kelly,17,1969-06-13,47,1,2001-06-18
152,Horace,Schmidt,6,1972-04-22,44,1,2005-09-28
153,Yolanda,Collins,18,1974-03-12,42,2,2003-11-04
154,Danny,Walters,14,1975-11-30,41,1,2015-02-23
155,Louise,Silva,13,1959-12-20,57,2,2002-11-21
156,Cynthia,Smith,38,1978-10-29,38,2,2002-05-13
157,Kevin,Francis,38,1999-02-07,18,1,2010-08-19
158,Elizabeth,Emerson,36,1982-10-08,34,2,2013-10-09
159,Scott,Lopez,14,1971-04-05,45,1,2002-05-20
160,Tim,Meadows,34,1993-07-30,23,1,2014-07-14
161,Christie,Reeves,32,1971-08-10,45,2,2002-11-30
162,John,Chambers,5,1960-04-13,56,1,2015-08-04
163,Marc,Brown,32,1963-10-20,53,1,2013-09-22
164,Mary,Carter,48,2003-04-30,13,2,2015-08-24
165,Joey,Brown,8,1981-07-02,35,1,2012-01-29
166,Lois,King,16,2000-12-12,16,2,2011-09-15
167,Gilbert,Hart,38,1958-09-24,58,1,2002-11-08
168,Elijah,Reilly,31,1958-01-02,59,1,2005-05-21
169,Kendrick,Wyatt,1,1996-06-05,20,1,2012-09-24
170,Christopher,Davis,45,1997-08-06,19,1,2011-12-29
171,Julia,Lee,40,1997-02-08,20,2,2008-01-15
172,Ruby,Moore,30,2001-12-05,15,2,2012-07-17
173,Steve,Smith,25,1952-07-14,64,1,2007-08-06
174,Craig,Hicks,17,1980-05-24,36,1,2009-03-24
175,Beatriz,Copeland,39,2000-12-11,16,2,2011-07-01
176,David,Curtis,9,1993-07-11,23,1,2004-07-15
177,Anna,Nelson,34,1953-06-18,63,2,2006-03-05
178,Ray,Miller,20,1992-09-14,24,1,2013-08-07
179,Dorothy,Smith,41,1965-12-22,51,2,2001-03-29
180,Anna,Anderson,34,1967-01-12,50,2,2008-11-17
181,Dennis,Hogan,48,1982-06-28,34,1,2004-05-11
182,Rebecca,Harper,41,1980-05-07,36,2,2011-09-19
183,James,West,35,1970-01-30,47,1,2009-03-25
184,Oliver,Barry,31,1953-12-02,63,1,2008-03-16
185,Frank,Miller,45,1972-05-27,44,1,2002-07-10
186,Kristi,Frazier,32,1994-12-08,22,2,2006-02-06
187,William,Larsen,22,1995-04-06,21,1,2008-06-07
188,Ryan,Shelton,29,1961-03-12,55,1,2003-01-26
189,Craig,Melton,7,2003-11-24,13,1,2014-11-13
190,Heather,Boyd,21,1987-04-13,29,2,2010-10-03
191,Jacob,Dean,30,1960-03-17,56,1,2010-11-26
192,James,Fisher,42,2001-08-12,15,1,2015-03-23
193,Jackie,Shelton,40,1968-07-19,48,2,2006-05-25
194,Christine,O'neal,37,1966-02-02,51,2,2009-02-14
195,Thomas,Thomas,8,1950-09-07,66,1,2011-04-02
196,Ronald,Santiago,39,2003-09-23,13,1,2015-09-25
197,Cliff,Flores,1,1978-11-01,38,1,2015-02-26
198,Christina,Campbell,5,1987-01-23,30,2,2005-03-06
199,Doris,Livingston,47,1976-11-29,40,2,2015-01-18
200,James,Kemp,44,1987-02-20,30,1,2010-08-17
201,Eugene,Gutierrez,5,1989-06-23,27,1,2012-09-17
202,Kristin,Sullivan,13,1966-05-13,50,2,2000-11-20
203,Ruby,Johnson,13,1994-06-30,22,2,2004-11-30
204,Horace,Butler,47,1984-11-02,32,1,2012-02-24
205,Maria,Bailey,48,1988-11-15,28,2,2001-01-10
206,Robert,Higgins,23,1985-04-06,31,1,2012-12-26
207,David,Wallace,31,1992-02-24,25,1,2015-07-21
208,Brenda,Collins,34,1993-09-26,23,2,2009-04-27
209,Charles,Scott,9,1985-11-24,31,1,2003-02-03
210,Rebecca,Brown,21,1995-06-07,21,2,2005-02-01
211,Jean,Anderson,42,1977-04-12,39,2,2006-05-12
212,Keith,Noble,33,1976-12-07,40,1,2004-06-29
213,Dorothy,Gonzales,15,1976-05-01,40,2,2012-12-30
214,Carolyn,Bolton,37,2001-03-27,15,2,2012-05-19
215,Kari,Wright,24,1966-06-09,50,2,2002-05-01
216,Daniel,Ross,26,1980-01-10,37,1,2006-07-11
217,Josephine,Morris,35,1950-12-31,66,2,2010-11-23
218,Maria,Hawkins,41,1976-03-16,40,2,2009-04-23
219,Angelina,Cortez,44,1997-05-11,19,2,2007-02-02
220,Elizabeth,Bryant,29,1995-08-12,21,2,2011-07-03
221,Joyce,King,15,1999-04-20,17,2,2015-05-12
222,Roger,Valdez,28,1981-04-08,35,1,2012-09-19
223,Sarah,Carroll,12,1988-05-06,28,2,2015-11-20
224,Mary,Watkins,3,1994-06-17,22,2,2015-04-30
225,Isaac,Hunter,36,1964-05-21,52,1,2002-05-28
226,Jonathan,Williamson,4,1952-02-03,65,1,2002-11-16
227,Shirley,Patrick,14,1972-06-15,44,2,2003-09-20
228,John,Cooke,25,1957-11-10,59,1,2005-03-27
229,Guy,Holt,31,1955-02-20,62,1,2002-03-02
230,Roberto,Warner,39,1950-09-17,66,1,2002-08-19
231,Maria,Bright,14,1986-10-30,30,2,2006-05-07
232,George,Murphy,5,1955-03-15,61,1,2006-01-02
233,Tiffany,Hunter,22,1989-06-13,27,2,2011-09-06
234,Jennifer,Clark,49,1972-04-05,44,2,2008-09-01
235,Avery,Cook,4,2000-08-15,16,1,2014-07-03
236,Jacob,Howard,25,1960-11-29,56,1,2012-10-03
237,Justin,Palmer,23,1956-12-07,60,1,2006-09-10
238,Kim,Fuller,49,1998-05-01,18,1,2013-09-22
239,Casey,Hernandez,18,1998-11-14,18,2,2014-04-02
240,Christopher,Johnson,29,1953-03-18,63,1,2002-01-09
241,Donna,Ryan,33,1956-06-04,60,2,2000-05-17
242,Christine,Roy,25,1990-10-27,26,2,2011-11-19
243,Lindsey,Anthony,15,1951-06-13,65,2,2009-09-25
244,Megan,Kennedy,39,1976-08-04,40,2,2015-07-01
245,Frances,Ward,6,1974-12-23,42,2,2006-11-17
246,Lisa,Castro,40,1980-01-10,37,2,2002-03-24
247,Deborah,Terrell,36,1981-08-05,35,2,2009-06-03
248,Virgil,Duncan,47,1986-02-15,31,1,2013-04-11
249,Angela,Mcfarland,11,1978-01-01,39,2,2001-07-26
250,Mary,Murray,21,1980-06-11,36,2,2015-10-21
251,Hannah,Williams,13,1953-04-17,63,2,2011-05-17
252,Penny,Joyce,6,1953-06-30,63,2,2008-10-22
253,Tamika,Greene,30,1972-08-30,44,2,2006-12-29
254,Jonathan,Johnson,47,1970-11-10,46,1,2003-12-05
255,Leonard,Burton,44,1958-04-06,58,1,2011-01-23
256,Robert,Harrison,22,1956-04-21,60,1,2004-03-13
257,Jenny,Hall,41,1961-07-03,55,2,2013-12-10
258,Andrea,Wilkerson,42,1952-05-29,64,2,2000-12-01
259,Judith,Key,27,1992-08-19,24,2,2009-01-17
260,Claudia,Mitchell,29,1990-01-21,27,2,2009-06-21
261,Jane,Singleton,16,1958-09-08,58,2,2009-04-28
262,Jeff,Romero,48,1970-07-08,46,1,2009-08-05
263,Gail,Frank,13,1964-04-16,52,2,2005-07-19
264,Kathy,Anderson,43,1976-08-06,40,2,2015-10-20
265,Andrea,Payne,44,1998-10-19,18,2,2008-01-28
266,Donna,Terry,5,1985-09-04,31,2,2007-06-16
267,Brenda,Turner,5,1964-08-03,52,2,2011-09-17
268,James,Davis,38,1958-11-29,58,1,2003-03-24
269,Paul,Williams,30,1968-04-02,48,1,2009-10-25
270,Christian,Doyle,25,2001-01-23,16,1,2013-05-19
271,Edna,Diaz,11,1973-08-10,43,2,2010-11-23
272,John,Smith,16,1977-02-13,40,1,2004-08-06
273,Michael,Bell,21,1989-06-20,27,1,2008-08-26
274,Josephine,Miller,48,1981-08-02,35,2,2004-11-16
275,Tim,Martinez,5,2000-09-09,16,1,2014-12-17
276,Mary,Hill,20,1972-09-05,44,2,2015-04-15
277,Susan,Cox,34,1972-11-02,44,2,2002-02-10
278,Latoya,Griffin,26,1980-01-17,37,2,2001-09-01
279,Debbie,Powers,45,1991-09-09,25,2,2013-09-17
280,James,Johnson,33,1968-04-13,48,1,2012-02-29
281,Thomas,Watts,43,1992-03-28,24,1,2013-11-03
282,Becky,Hines,38,2003-10-12,13,2,2014-07-03
283,John,Young,25,1994-09-18,22,1,2015-06-14
284,Scott,Martinez,46,1965-09-30,51,1,2008-02-19
285,Corey,Graham,2,1977-07-24,39,1,2010-03-16
286,Heather,Martinez,28,1969-04-14,47,2,2000-09-03
287,Phyllis,Mcdonald,8,1976-12-30,40,2,2000-02-17
288,Mary,Molina,23,1996-07-30,20,2,2015-02-01
289,Edward,Peters,49,1976-08-06,40,1,2009-03-09
290,Donald,Davis,12,1992-03-23,24,1,2010-08-19
291,Linda,Shaw,7,1981-04-17,35,2,2014-06-19
292,Lorie,Francis,8,1966-12-10,50,2,2015-10-30
293,Darrell,Thomas,20,1985-07-13,31,1,2008-09-20
294,Judy,Robinson,19,1956-12-11,60,2,2000-03-05
295,Milagros,Smith,44,1967-11-22,49,2,2012-03-29
296,Dana,Rosa,16,2003-06-23,13,2,2014-01-16
297,Charles,Stanley,5,1982-09-05,34,1,2008-01-11
298,Mary,Hall,2,1987-05-14,29,2,2003-07-07
299,Georgia,Williams,23,1954-02-22,63,2,2000-05-19
300,Ruth,Coleman,9,1988-04-16,28,2,2014-10-29
301,Doris,Holmes,7,1954-07-17,62,2,2005-12-22
302,Daniel,Thomas,42,1964-08-21,52,1,2002-12-17
303,Christopher,Brown,10,1986-04-14,30,1,2013-05-24
304,Al,Smith,35,1979-01-05,38,1,2015-12-17
305,Doris,Mccormick,1,1969-05-06,47,2,2001-12-01
306,Julia,Pratt,7,1963-01-18,54,2,2006-02-21
307,Ernest,Branch,49,1963-02-26,54,1,2005-12-27
308,Samantha,Scott,30,1977-02-23,40,2,2011-11-26
309,Linda,Taylor,42,1961-02-14,56,2,2012-01-30
310,Jesse,Raymond,42,1993-11-24,23,1,2015-10-09
311,Charles,Ellis,1,1983-10-03,33,1,2001-10-01
312,Joyce,Duke,25,1975-03-21,41,2,2011-01-21
313,Kenneth,Howard,31,1983-08-10,33,1,2008-08-08
314,Frances,Ramirez,43,1982-10-01,34,2,2014-03-31
315,James,Gates,17,1959-03-14,57,1,2005-01-16
316,Norma,Mcintyre,9,1974-01-24,43,2,2008-03-25
317,Julie,Hunter,29,1951-03-07,65,2,2014-03-08
318,Samuel,Church,4,1973-09-10,43,1,2005-06-19
319,Carla,Adams,37,1985-10-19,31,2,2015-09-30
320,Patrick,Jensen,36,1956-07-06,60,1,2011-06-08
321,Charles,Rose,26,1956-01-18,61,1,2003-11-16
322,Claude,Neal,34,1980-03-01,37,1,2002-06-03
323,Roy,Gutierrez,28,1999-06-07,17,1,2013-02-18
324,Agnes,Thompson,36,1954-07-30,62,2,2006-11-13
325,Shirley,Cameron,18,2003-06-14,13,2,2014-02-11
326,Thomas,Chavez,24,1994-04-08,22,1,2007-10-02
327,Branden,Ward,34,1953-03-22,63,1,2012-05-23
328,Melissa,Smith,26,1983-05-04,33,2,2011-12-28
329,Timothy,James,41,1975-04-30,41,1,2015-02-18
330,John,Goodwin,34,1959-10-17,57,1,2014-09-23
331,Calvin,Farrell,38,1961-03-26,55,1,2004-01-17
332,Ryan,Henson,28,1974-05-15,42,1,2007-02-22
333,Linda,Craft,38,2004-05-30,12,2,2014-11-10
334,Anna,Johnson,10,1960-01-26,57,2,2012-08-11
335,Antonio,Perez,37,1997-12-27,19,1,2011-04-07
336,Paul,Morrison,38,1975-02-02,42,1,2012-03-13
337,Mary,Brown,5,2004-11-22,12,2,2014-10-12
338,Erin,Henderson,14,1971-06-19,45,2,2000-07-18
339,Richard,Hogan,22,1970-06-24,46,1,2001-02-06
340,Clay,Martin,40,1978-08-10,38,1,2008-10-26
341,Michael,White,22,2002-11-02,14,1,2014-07-25
342,Michele,Harper,24,1983-11-26,33,2,2008-11-28
343,Lola,Daniel,46,1984-12-29,32,2,2005-07-02
344,Angela,Wagner,28,1996-02-11,21,2,2007-08-08
345,Brenda,Welch,8,1971-06-08,45,2,2004-01-26
346,Terry,White,35,1980-08-29,36,1,2011-12-30
347,William,Ingram,15,1972-06-20,44,1,2008-02-01
348,Carrie,Clay,24,1975-12-29,41,2,2013-06-25
349,Louis,Fox,41,1984-12-16,32,1,2011-01-07
350,Richard,Kelly,47,1993-10-15,23,1,2006-08-18
351,Donna,Martin,41,1958-02-06,59,2,2011-01-26
352,Ollie,Williams,45,1976-09-16,40,2,2012-12-06
353,Doris,Kim,6,1990-10-26,26,2,2007-09-01
354,Fernando,Workman,30,1997-05-26,19,1,2010-05-08
355,Shirley,Mckinney,34,1970-12-15,46,2,2005-01-09
356,Alice,Dennis,26,1964-05-11,52,2,2013-04-05
357,Curtis,Rogers,28,1990-07-26,26,1,2006-08-12
358,Gary,Colon,27,1991-03-22,25,1,2015-01-29
359,Jean,Holloway,25,1975-02-19,42,2,2015-02-11
360,Doris,Leon,39,1970-04-26,46,2,2006-10-06
361,Harold,Stone,25,1963-12-26,53,1,2009-11-05
362,Edward,Dixon,47,1966-06-20,50,1,2011-08-24
363,Perry,Harris,38,1969-05-08,47,1,2001-02-14
364,Nicole,Lewis,9,1963-10-24,53,2,2002-06-21
365,Jack,Mendoza,19,1961-01-12,56,1,2011-12-07
366,Rodolfo,Goodwin,45,1997-10-31,19,1,2013-11-16
367,Matthew,Barton,6,1953-11-26,63,1,2010-01-06
368,Ernest,Pruitt,5,1962-01-17,55,1,2006-07-12
369,Reed,Bishop,35,1952-10-16,64,1,2000-06-18
370,Sylvia,White,7,1965-06-06,51,2,2014-01-17
371,Jose,Huber,44,1982-03-17,34,1,2011-12-30
372,Derek,Whitley,26,1968-06-01,48,1,2000-08-29
373,Noemi,Thompson,6,1991-04-18,25,2,2010-10-08
374,Scott,Cervantes,36,1996-11-25,20,1,2008-04-30
375,Junior,Patton,3,1991-10-20,25,1,2002-10-04
376,Tiffany,Taylor,3,1988-05-03,28,2,2011-09-12
377,Karen,Collins,46,1986-06-12,30,2,2005-09-26
378,Gail,Kennedy,29,1974-09-10,42,2,2009-04-19
379,Susan,Lamb,45,1997-08-31,19,2,2009-08-25
380,Brad,Gonzalez,31,1982-01-08,35,1,2006-09-16
381,Dorothy,Small,42,1993-12-01,23,2,2006-11-15
382,Jessie,Buchanan,25,1975-06-19,41,1,2001-05-12
383,James,Watkins,47,1989-11-18,27,1,2000-03-19
384,Tabatha,Hinton,47,1973-10-24,43,2,2001-08-10
385,Jesus,Green,17,1978-04-12,38,1,2011-12-03
386,Jeffery,West,14,1960-06-11,56,1,2009-12-15
387,Michael,Bonner,42,1950-09-06,66,1,2015-05-23
388,Jessica,Robinson,48,1986-11-12,30,2,2007-02-11
389,Walter,Lane,8,1958-12-29,58,1,2015-11-23
390,Myra,Smith,4,1996-05-03,20,2,2015-09-12
391,Vincent,Diaz,7,2002-02-27,15,1,2013-01-30
392,Dan,Soto,44,2000-01-15,17,1,2012-12-04
393,Jo,Moody,15,1983-02-02,34,2,2009-03-30
394,William,Richards,50,1956-05-22,60,1,2011-08-22
395,Grace,Mcintyre,3,1972-08-14,44,2,2002-10-07
396,Elizabeth,Simon,18,1964-03-27,52,2,2012-08-16
397,Miguel,Sawyer,33,1956-05-08,60,1,2007-03-31
398,Cynthia,Rowe,14,1984-10-13,32,2,2008-11-15
399,Maggie,Benton,13,1965-11-10,51,2,2001-11-10
400,Juan,Abbott,49,1972-04-15,44,1,2012-05-28
401,Marcella,Mueller,29,1958-10-07,58,2,2014-04-02
402,Tina,Smith,20,1970-04-14,46,2,2007-08-12
403,Donald,Bullock,3,1994-10-02,22,1,2006-10-25
404,Darrell,Clark,39,1976-09-24,40,1,2007-01-10
405,Deanna,Montoya,16,1969-04-03,47,2,2000-02-06
406,Joyce,Nguyen,4,2000-09-29,16,2,2010-10-16
407,Rose,Jensen,16,1971-12-29,45,2,2015-12-26
408,Alan,Carter,7,1951-08-30,65,1,2008-04-01
409,Lucille,Strickland,7,1998-01-23,19,2,2008-07-14
410,Louise,Mann,44,1991-01-22,26,2,2001-12-05
411,Kenneth,Wilson,6,1954-08-16,62,1,2001-10-25
412,Joseph,Howard,5,1984-02-19,33,1,2011-07-12
413,Betty,Moore,1,1961-07-25,55,2,2010-06-20
414,Amanda,Jackson,41,1974-09-11,42,2,2006-07-01
415,Angela,Smith,39,1955-10-23,61,2,2001-04-15
416,Laura,Evans,32,1992-11-20,24,2,2006-11-21
417,Kevin,Reyes,3,1989-12-13,27,1,2004-01-05
418,John,Allen,18,1985-01-14,32,1,2009-07-06
419,Monique,Kelley,22,1977-08-04,39,2,2002-09-13
420,Barbara,Hernandez,35,1977-02-26,40,2,2003-02-28
421,Nell,Reed,13,2002-04-25,14,2,2012-04-23
422,Michelle,Zimmerman,9,2000-06-15,16,2,2012-01-14
423,Jose,Taylor,20,1959-07-11,57,1,2002-07-11
424,Duane,Perry,38,1999-02-19,18,1,2012-09-12
425,Christopher,Thompson,15,1986-10-03,30,1,2005-04-22
426,Jessie,Miller,18,1969-09-24,47,2,2013-12-29
427,Alice,Bond,17,1991-04-12,25,2,2009-02-04
428,Marina,Hernandez,27,1956-04-15,60,2,2012-05-27
429,Michael,Gilbert,22,1966-07-02,50,1,2013-12-18
430,Caroline,Weeks,30,1973-03-08,43,2,2004-11-13
431,Frank,Thornton,47,1976-08-28,40,1,2005-07-19
432,Melinda,Glenn,6,1955-07-21,61,2,2009-01-18
433,Mary,Hall,10,1999-04-13,17,2,2014-03-28
434,Shannon,Turner,48,1964-08-02,52,2,2014-04-20
435,Kerri,Randolph,27,1993-01-05,24,2,2011-08-03
436,Sarah,Olson,13,1962-07-11,54,2,2005-05-30
437,Shawn,Murray,31,1986-03-23,30,2,2002-11-16
438,Frances,Morrow,41,1973-01-19,44,2,2005-05-20
439,Eloise,Chase,13,1968-03-27,48,2,2013-10-11
440,Heather,Chavez,10,1968-07-04,48,2,2013-11-30
441,Paul,Mullins,1,1966-02-09,51,1,2000-03-22
442,Ashley,Arnold,2,1975-10-27,41,2,2008-01-26
443,David,Clayton,43,1972-01-07,45,1,2013-04-10
444,Everett,Noel,10,1982-04-10,34,1,2000-07-20
445,Marc,Davis,35,1964-05-30,52,1,2003-11-02
446,Noel,Allen,43,1973-05-28,43,1,2007-06-04
447,Lori,Taylor,25,2003-06-08,13,2,2014-05-18
448,Sandy,Sanders,22,1969-12-01,47,2,2014-09-06
